"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","CNTT_NM","COUNTRY_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"5779","1","일본여행","여행","해외여행","아시아","일본","1298","4631","5929","20220318"
"5780","2","하와이여행","여행","해외여행","북아메리카","미국","419","2898","3317","20220318"
"5781","3","베트남여행","여행","해외여행","아시아","베트남","494","2318","2812","20220318"
"5782","4","태국여행","여행","해외여행","아시아","태국","363","1792","2155","20220318"
"5783","5","괌여행","여행","해외여행","오세아니아","미국","396","1214","1610","20220318"
"5784","6","싱가포르여행","여행","해외여행","아시아","싱가포르","235","1142","1377","20220318"
"5785","7","사이판여행","여행","해외여행","오세아니아","미국","227","972","1199","20220318"
"5786","8","터키여행","여행","해외여행","유럽","터키","212","868","1080","20220318"
"5787","9","스위스여행","여행","해외여행","유럽","스위스","201","864","1065","20220318"
"5788","10","발리여행","여행","해외여행","아시아","인도네시아","203","826","1029","20220318"
